tx_id,timestamp,account_id,amount,currency,merchant_id,merchant_country,channel,ip_address,device_id,status,label
67a24ced-d1ab-4bca-9706-e1fd7b38782c,2025-11-26T00:57:33.229962+00:00,acc_1839,86.08,CAD,merchant_151,US,web,83.247.169.19,dev_1957,success,genuine
8b11b7be-6d9a-4f46-b225-107c687671bf,2025-11-26T00:59:57.229962+00:00,acc_833,87.95,CAD,merchant_6,RU,web,247.103.105.43,dev_651,success,genuine
871f77b1-e3fa-459e-aff9-b4bd77b8e84e,2025-11-26T00:57:14.229962+00:00,acc_380,64.83,CAD,merchant_159,CA,mobile,69.19.248.29,dev_1467,success,genuine
a5e6b82f-8603-4c26-854e-92cd52ee178d,2025-11-26T00:58:17.229962+00:00,acc_753,92.78,CAD,merchant_131,DE,branch,39.129.66.16,dev_25,success,genuine
d099422f-2fc0-4fc6-8565-6339b53a8add,2025-11-26T00:59:03.229962+00:00,acc_288,74.99,CAD,merchant_165,CN,mobile,151.3.204.140,dev_4326,success,genuine
963d7831-a6f0-406c-96eb-8156a6971b01,2025-11-26T00:55:39.229962+00:00,acc_306,56.06,CAD,merchant_69,DE,web,84.177.31.173,dev_45,success,genuine
b95c1667-794b-4aff-87d3-23a0ede080a7,2025-11-26T00:57:14.229962+00:00,acc_986,181.22,CAD,merchant_152,RU,branch,27.68.244.253,dev_1034,success,genuine
fe99b73b-7b45-446c-b6e6-ecedbced145d,2025-11-26T00:59:20.229962+00:00,acc_1632,21.18,CAD,merchant_83,RU,branch,245.84.134.87,dev_2166,success,genuine
44d2f210-5dc6-4d28-bb0e-a66aac90c5bf,2025-11-26T00:55:32.229962+00:00,acc_1010,146.31,CAD,merchant_69,BR,web,5.43.150.178,dev_4279,success,genuine
4c57161b-80ee-4616-838b-366ab534b9a9,2025-11-26T00:59:31.229962+00:00,acc_1048,49.5,CAD,merchant_156,NG,web,169.167.180.204,dev_3770,success,genuine
bd82877d-8249-4283-833b-51b31d8e9f28,2025-11-26T00:57:42.229962+00:00,acc_1042,27.2,CAD,merchant_118,DE,mobile,226.205.235.223,dev_2208,success,genuine
03e2e086-cef0-4177-9d6a-84d042670387,2025-11-26T00:58:34.229962+00:00,acc_1743,98.62,CAD,merchant_12,RU,branch,250.34.67.114,dev_4387,success,genuine
a8d462ba-588a-4830-977f-44e457d32b29,2025-11-26T00:57:30.229962+00:00,acc_1719,31.21,CAD,merchant_172,NG,web,245.172.20.237,dev_400,success,genuine
d0666779-8829-449d-b491-c40a2010c131,2025-11-26T01:00:29.229962+00:00,acc_196,172.16,CAD,merchant_107,BR,web,27.57.35.194,dev_2124,success,genuine
22306442-ae4a-479e-b748-a4abcdfe0101,2025-11-26T00:56:55.229962+00:00,acc_1630,44.09,CAD,merchant_18,RU,web,155.187.133.34,dev_3108,success,genuine
95a9c437-5477-462b-90d2-ba59c17f2f17,2025-11-26T00:58:43.229962+00:00,acc_117,7.35,CAD,merchant_18,FR,branch,233.170.109.73,dev_2363,success,genuine
27aa5495-4f2e-4763-a644-7c235c0eae43,2025-11-26T00:59:33.229962+00:00,acc_633,272.97,CAD,merchant_158,US,mobile,223.54.200.96,dev_2389,success,genuine
e3811134-e9dd-4624-a90d-c3f7cf94cba2,2025-11-26T00:56:47.229962+00:00,acc_1478,71.29,CAD,merchant_13,IN,web,90.126.238.255,dev_4344,success,genuine
ad1b22b1-e2fb-490e-98d7-439b75558f70,2025-11-26T00:58:55.229962+00:00,acc_1046,65.65,CAD,merchant_186,GB,web,79.109.171.248,dev_1614,success,genuine
74a2bbb5-7763-4203-a448-973f2b4e65a1,2025-11-26T00:57:38.229962+00:00,acc_1774,30.37,CAD,merchant_142,IN,branch,101.206.201.103,dev_2196,success,genuine
c1af4707-5515-4055-a5b8-b79e63382ca2,2025-11-26T00:59:05.229962+00:00,acc_1145,215.18,CAD,merchant_88,US,web,181.215.222.212,dev_607,success,genuine
e96b4ccd-46fd-4cb1-875d-cc38434d256d,2025-11-26T00:57:52.229962+00:00,acc_1571,14.25,CAD,merchant_81,GB,web,249.12.181.173,dev_3463,success,genuine
4cc36f0d-91b8-4f93-a595-7aee921b0243,2025-11-26T00:56:58.229962+00:00,acc_1478,57.11,CAD,merchant_172,DE,mobile,63.59.8.39,dev_3677,success,genuine
4bbce44c-47db-4392-ab79-6d4553a1574f,2025-11-26T01:00:48.229962+00:00,acc_375,11.98,CAD,merchant_94,IN,branch,107.95.160.142,dev_970,success,genuine
d16773d0-f59b-45c1-9c0a-1009df25daa9,2025-11-26T00:56:33.229962+00:00,acc_256,79.65,CAD,merchant_69,NG,mobile,114.31.124.20,dev_4302,success,genuine
0085724c-5c7a-4da6-8dfd-c33820d3b932,2025-11-26T00:59:47.229962+00:00,acc_1113,400.5,CAD,merchant_172,DE,branch,100.241.98.244,dev_2640,success,genuine
1720385c-f605-44d4-acd6-233e048570ff,2025-11-26T00:59:47.229962+00:00,acc_385,27.13,CAD,merchant_166,US,web,142.244.30.92,dev_186,success,genuine
0a5c9356-7748-40a3-b09f-be513748bd5d,2025-11-26T01:00:26.229962+00:00,acc_1221,1.82,CAD,merchant_27,DE,branch,60.241.170.56,dev_893,success,genuine
ad9cae8a-8044-4c9d-a9d5-6c2fbfbca14c,2025-11-26T00:56:53.229962+00:00,acc_1051,84.96,CAD,merchant_172,CA,branch,158.76.34.253,dev_188,success,genuine
d72f2fd4-cdc2-43e3-9413-9b359e566b6f,2025-11-26T01:00:15.229962+00:00,acc_1671,195.3,CAD,merchant_48,FR,branch,128.63.80.186,dev_903,success,genuine
6831bbe3-8bfc-4430-9b6d-5daf0e985df7,2025-11-26T01:00:49.229962+00:00,acc_1702,174.93,CAD,merchant_181,BR,mobile,17.104.100.81,dev_3533,success,genuine
05081743-8ebc-46b9-9d66-07b9096a0b95,2025-11-26T00:58:25.229962+00:00,acc_26,129.01,CAD,merchant_50,DE,mobile,21.144.249.8,dev_3086,success,genuine
a75df6b8-0006-4c8d-a645-934a3829e22b,2025-11-26T00:56:57.229962+00:00,acc_830,38.19,CAD,merchant_80,CN,web,255.101.124.1,dev_1996,success,genuine
e7cb3fe5-d5db-475f-a095-028cc35f6e27,2025-11-26T00:59:55.229962+00:00,acc_554,28.79,CAD,merchant_68,RU,web,161.224.36.9,dev_1024,success,genuine
9d917d7c-b557-411c-bd48-d40669aae8ec,2025-11-26T01:00:57.229962+00:00,acc_1510,66.46,CAD,merchant_106,DE,web,245.88.32.67,dev_3716,success,genuine
11c8e1cb-4624-43b6-ad24-345f2b8ae384,2025-11-26T00:57:38.229962+00:00,acc_1623,29.84,CAD,merchant_110,CA,web,225.16.84.177,dev_290,success,genuine
8061e88a-12cb-402b-be2b-fff733fc3e8c,2025-11-26T00:59:12.229962+00:00,acc_167,66.04,CAD,merchant_107,RU,web,129.98.35.18,dev_263,success,genuine
563ef363-a89b-488c-a952-333d28318b2b,2025-11-26T00:57:37.229962+00:00,acc_452,65.69,CAD,merchant_182,BR,mobile,70.173.24.130,dev_1571,success,genuine
75288c94-a88f-44f5-b3f1-6439833559aa,2025-11-26T00:58:22.229962+00:00,acc_801,138.85,CAD,merchant_17,BR,mobile,133.100.160.179,dev_2931,success,genuine
0af2bb1f-4855-4f4b-aff7-e110f30cd4e2,2025-11-26T00:59:23.229962+00:00,acc_381,80.86,CAD,merchant_18,US,branch,31.148.228.40,dev_3440,success,genuine
6df5a54e-3054-44dc-9585-76e332c15137,2025-11-26T00:56:58.229962+00:00,acc_566,47.36,CAD,merchant_26,FR,branch,201.109.148.65,dev_2935,success,genuine
f5a8f010-2c99-4762-ba6e-c73baefddc73,2025-11-26T00:58:23.229962+00:00,acc_227,115.93,CAD,merchant_149,IN,branch,100.179.105.56,dev_2344,success,genuine
9cc520d7-0fb7-4441-83f1-4e83860529a6,2025-11-26T00:58:02.229962+00:00,acc_1831,43.81,CAD,merchant_99,US,web,191.188.78.142,dev_362,success,genuine
fecd9d45-49e2-48c8-b594-76f3ff3e6d44,2025-11-26T00:58:44.229962+00:00,acc_1236,23.41,CAD,merchant_66,FR,mobile,172.180.154.18,dev_3392,success,genuine
c99cf572-b853-4599-9b56-15d547ca2849,2025-11-26T00:56:46.229962+00:00,acc_122,4.37,CAD,merchant_174,CN,web,227.57.107.31,dev_4544,success,genuine
70e6432b-82a6-44e7-9abf-5996b9f1fa42,2025-11-26T00:57:37.229962+00:00,acc_492,65.25,CAD,merchant_85,CN,mobile,76.183.21.170,dev_259,success,genuine
4a0fa9ee-9d6c-48a6-9ccf-8fceaa0e119d,2025-11-26T01:01:27.229962+00:00,acc_943,107.45,CAD,merchant_43,IN,web,40.25.250.236,dev_4183,success,genuine
96f25e0a-bca3-4f01-add8-8f0dc7b65368,2025-11-26T01:01:18.229962+00:00,acc_898,121.78,CAD,merchant_35,FR,branch,252.35.163.210,dev_4299,success,genuine
8b598672-b2bf-49b5-8f8f-82798b5b3ef4,2025-11-26T00:58:12.229962+00:00,acc_1720,67.07,CAD,merchant_148,CN,branch,36.67.185.24,dev_3101,success,genuine
a2af72b4-cd0a-420f-9e23-61df24ddc1fe,2025-11-26T01:00:18.229962+00:00,acc_1032,63.6,CAD,merchant_132,BR,mobile,15.213.210.121,dev_3931,success,genuine
4942dc8a-7f5b-45ca-bf90-0feea04adc72,2025-11-26T01:01:10.229962+00:00,acc_632,185.26,CAD,merchant_163,NG,web,182.115.59.95,dev_397,success,genuine
c07b07cc-e8a3-460d-93fc-70bb5ea287ce,2025-11-26T00:57:46.229962+00:00,acc_911,15.81,CAD,merchant_118,BR,web,128.6.41.19,dev_4354,success,genuine
2e6a72c2-d4a4-4fa3-935f-3a15fd3297a6,2025-11-26T00:58:37.229962+00:00,acc_218,57.31,CAD,merchant_12,US,branch,189.94.77.11,dev_4420,success,genuine
fd8ba74b-957f-423c-98af-95aa4d159ed8,2025-11-26T00:57:37.229962+00:00,acc_1614,32.25,CAD,merchant_115,GB,web,70.204.77.22,dev_3702,success,genuine
d6ffeae4-c3cb-4c0b-aff8-e74eda43c349,2025-11-26T01:00:59.229962+00:00,acc_875,25.6,CAD,merchant_175,BR,web,170.32.198.113,dev_2967,success,genuine
1395c8a8-a249-444f-b155-74423f9d5efe,2025-11-26T00:59:39.229962+00:00,acc_432,15.58,CAD,merchant_64,NG,branch,129.138.111.145,dev_4535,success,genuine
5d8a5bf8-254b-4a02-9eb2-7e05d8ea46c2,2025-11-26T01:00:17.229962+00:00,acc_929,1.16,CAD,merchant_200,NG,branch,194.250.221.177,dev_1923,success,genuine
ade2f835-825d-4043-a7ce-8e64cf7751fc,2025-11-26T01:00:02.229962+00:00,acc_25,82.71,CAD,merchant_158,RU,branch,147.207.116.248,dev_4863,success,genuine
4b9da6e4-796e-4028-a88f-9773d014288b,2025-11-26T01:00:11.229962+00:00,acc_1302,6.4,CAD,merchant_36,RU,web,47.130.254.194,dev_2161,success,genuine
f7e1c54a-0433-40bd-9194-5bfad7ecec1a,2025-11-26T00:57:50.229962+00:00,acc_457,73.3,CAD,merchant_196,IN,mobile,170.90.114.105,dev_4136,success,genuine
d1cd599c-0615-47c5-b0b1-fafdd409dfab,2025-11-26T00:58:13.229962+00:00,acc_339,160.55,CAD,merchant_65,NG,branch,66.153.30.87,dev_2490,success,genuine
276644cd-9dea-4e12-983b-b1623378c7eb,2025-11-26T01:01:28.229962+00:00,acc_1578,20.98,CAD,merchant_155,DE,mobile,122.238.111.140,dev_2107,success,genuine
a9efe6a8-0fec-49cd-b4db-a6ef1429f2db,2025-11-26T01:01:26.229962+00:00,acc_1694,7504.8,CAD,merchant_6,NG,web,24.166.237.189,dev_2792,failed,fraud
50cfa13a-1a0e-49c7-8f25-0012ce239678,2025-11-26T00:59:52.229962+00:00,acc_68,36.59,CAD,merchant_142,RU,web,150.197.176.228,dev_1674,success,genuine
5f379571-076c-44f8-91b7-c3c4f462e35c,2025-11-26T01:00:08.229962+00:00,acc_1408,130.34,CAD,merchant_102,GB,mobile,120.157.225.106,dev_1819,success,genuine
8938d4c5-d5d4-47e1-91d0-d5840c3bd7c5,2025-11-26T00:57:38.229962+00:00,acc_1637,69.24,CAD,merchant_4,CN,mobile,116.163.106.3,dev_383,success,genuine
e4b12650-c905-4bf0-b589-40d40dcc390a,2025-11-26T00:57:36.229962+00:00,acc_94,146.32,CAD,merchant_161,IN,branch,217.191.253.142,dev_1999,success,genuine
969d2fe2-0697-4ccd-ace1-cec5775525e0,2025-11-26T01:01:22.229962+00:00,acc_1024,209.66,CAD,merchant_160,US,mobile,72.70.33.152,dev_4889,success,genuine
c26c5917-e38a-49a5-8900-ad1072284b4a,2025-11-26T00:59:11.229962+00:00,acc_1952,246.28,CAD,merchant_34,FR,web,64.200.134.94,dev_4864,success,genuine
de0a257b-ff33-4ecd-8fc3-6b3b1cddcde1,2025-11-26T00:59:44.229962+00:00,acc_1924,74.03,CAD,merchant_77,IN,branch,239.197.38.217,dev_2402,success,genuine
e83625a3-7269-4fcb-8bad-c2110944cdd6,2025-11-26T01:01:42.229962+00:00,acc_1219,225.15,CAD,merchant_39,GB,mobile,164.230.192.19,dev_2283,success,genuine
cef2f0e8-e59a-4555-a218-79cb3bbd364e,2025-11-26T00:57:46.229962+00:00,acc_340,114.88,CAD,merchant_181,BR,mobile,51.220.48.243,dev_924,success,genuine
e6853d5b-defa-46ec-85e0-94f1b0f2d4f2,2025-11-26T00:58:00.229962+00:00,acc_1213,12.16,CAD,merchant_115,US,mobile,186.244.254.147,dev_4060,success,genuine
f92e388f-8b69-41cf-bc7a-21e16cfe473b,2025-11-26T00:59:29.229962+00:00,acc_1589,80.36,CAD,merchant_42,FR,branch,22.65.225.165,dev_1883,success,genuine
ac1fdce9-1fe7-47f7-bd6b-dae68b1203a0,2025-11-26T01:01:18.229962+00:00,acc_867,67.61,CAD,merchant_196,GB,web,76.129.172.4,dev_3432,success,genuine
f418c9e8-4c5b-476b-91f1-d42d96c1a1f1,2025-11-26T01:02:44.229962+00:00,acc_754,105.35,CAD,merchant_152,GB,mobile,204.170.121.68,dev_2857,success,genuine
faae6c4c-0306-4245-ba7e-9ac90a4c7eaf,2025-11-26T01:00:57.229962+00:00,acc_1872,48.72,CAD,merchant_155,IN,branch,94.21.197.124,dev_4161,success,genuine
21ea5274-f8a0-46e4-b604-fb01178d94c2,2025-11-26T01:02:01.229962+00:00,acc_1712,105.88,CAD,merchant_88,DE,web,109.111.176.255,dev_4879,success,genuine
c86c8daa-37fd-433e-934d-2418455ed5e4,2025-11-26T00:59:56.229962+00:00,acc_569,32.31,CAD,merchant_79,BR,web,109.91.65.229,dev_2257,success,genuine
32341127-ff7e-40cd-aac3-0ab2d624b04b,2025-11-26T00:59:32.229962+00:00,acc_678,108.94,CAD,merchant_29,IN,mobile,106.53.168.227,dev_2410,success,genuine
826ae495-bebe-4bcc-8eb4-6473bd2cae28,2025-11-26T00:59:56.229962+00:00,acc_1279,60.46,CAD,merchant_90,FR,mobile,127.58.243.165,dev_3115,success,genuine
3da0127d-ceb5-4b75-98b7-1f59f7780cfe,2025-11-26T01:02:17.229962+00:00,acc_1210,81.68,CAD,merchant_64,NG,mobile,6.143.105.123,dev_2932,success,genuine
eb6bdfa2-d195-4b53-b032-503d02deee45,2025-11-26T00:59:34.229962+00:00,acc_6,35.33,CAD,merchant_44,DE,branch,68.150.246.95,dev_3158,success,genuine
6d0e5be3-94a6-4127-a51f-fab0e9a8066b,2025-11-26T01:01:16.229962+00:00,acc_54,68.32,CAD,merchant_93,US,mobile,253.102.64.80,dev_2310,success,genuine
0db841d9-3271-43c4-8d7f-8be7c1189cce,2025-11-26T01:03:00.229962+00:00,acc_775,23.28,CAD,merchant_184,CA,web,169.83.21.2,dev_2324,success,genuine
e06a3541-e46b-46fc-a6da-f353615bf09d,2025-11-26T01:01:42.229962+00:00,acc_1745,61.05,CAD,merchant_61,CN,web,236.250.228.233,dev_591,success,genuine
3f9453c3-8116-4705-91f5-6e54edd4f7c9,2025-11-26T01:02:34.229962+00:00,acc_1838,134.39,CAD,merchant_167,FR,web,21.191.94.255,dev_669,success,genuine
0b021162-4921-4112-a19d-7fe974c12198,2025-11-26T01:01:31.229962+00:00,acc_1831,139.51,CAD,merchant_184,GB,branch,226.87.212.106,dev_4423,success,genuine
91ebb3af-bb79-4ada-bede-b5daf64909eb,2025-11-26T01:00:07.229962+00:00,acc_563,40.83,CAD,merchant_139,DE,web,163.13.213.159,dev_3367,success,genuine
e84a9fef-b06b-4c02-9b31-1e412034798c,2025-11-26T00:59:21.229962+00:00,acc_938,51.08,CAD,merchant_189,CN,web,210.233.43.66,dev_662,success,genuine
b40581e8-5180-4033-ade8-0efa68f0ce61,2025-11-26T01:02:41.229962+00:00,acc_1951,49.58,CAD,merchant_172,RU,branch,57.144.215.180,dev_1211,success,genuine
c46a83de-7306-4572-bb2c-b470d1ca14e9,2025-11-26T00:59:51.229962+00:00,acc_1906,199.22,CAD,merchant_160,NG,branch,86.111.122.37,dev_3816,success,genuine
65cfeec9-4aaa-4901-9518-1a47c643511a,2025-11-26T00:58:58.229962+00:00,acc_1059,12.44,CAD,merchant_134,IN,branch,103.11.65.92,dev_4707,success,genuine
326f9780-7c39-4bdb-81db-f53539e3086d,2025-11-26T01:00:54.229962+00:00,acc_31,2.37,CAD,merchant_113,NG,branch,161.210.115.121,dev_2757,success,genuine
73679d8c-9a4f-4b04-886d-3e21cac030af,2025-11-26T01:00:26.229962+00:00,acc_1308,52.22,CAD,merchant_108,GB,branch,54.24.226.247,dev_413,success,genuine
469936c9-cffe-4eb9-a719-9815ab087fdd,2025-11-26T01:02:14.229962+00:00,acc_871,54.69,CAD,merchant_90,IN,web,178.221.29.109,dev_4500,success,genuine
ea0e21ee-6514-4da9-bfa3-6dad78212744,2025-11-26T01:02:12.229962+00:00,acc_1369,2.26,CAD,merchant_134,US,mobile,232.246.48.7,dev_4196,success,genuine
2e35b65b-ebef-401e-bbd8-c0fc70f0eb6c,2025-11-26T01:00:55.229962+00:00,acc_1366,373.62,CAD,merchant_7,IN,mobile,198.149.241.97,dev_551,success,genuine
0211564b-61a6-4b08-83ec-266376aeb7a3,2025-11-26T01:01:07.229962+00:00,acc_709,45.55,CAD,merchant_19,GB,mobile,179.186.91.170,dev_368,success,genuine
32f997e7-67c7-4373-be80-17202a61494e,2025-11-26T00:59:29.229962+00:00,acc_718,139.6,CAD,merchant_73,RU,web,79.152.120.147,dev_3434,success,genuine
1ac9eeb5-bde7-41bb-9a96-2f57da02b134,2025-11-26T01:02:43.229962+00:00,acc_1454,43.29,CAD,merchant_66,CN,branch,92.165.17.78,dev_1008,success,genuine
f10a1516-38e6-4af5-9c4e-113793845dac,2025-11-26T00:59:58.229962+00:00,acc_447,47.24,CAD,merchant_36,US,web,147.3.41.71,dev_1985,success,genuine
c9ab8611-076c-4737-aaef-e8979e09c2b6,2025-11-26T01:00:27.229962+00:00,acc_1255,61.1,CAD,merchant_86,FR,branch,90.61.130.149,dev_600,success,genuine
d5d5f5c9-1858-47d1-9656-e55d5daac54e,2025-11-26T01:02:19.229962+00:00,acc_1197,156.83,CAD,merchant_155,BR,mobile,156.106.196.82,dev_351,success,genuine
f5bfabff-6111-43b5-a45a-d78b7d3a50c3,2025-11-26T01:03:15.229962+00:00,acc_344,12.05,CAD,merchant_134,CA,mobile,52.115.98.151,dev_165,success,genuine
566a29db-52fb-4cfe-8c08-63c4a636d328,2025-11-26T01:02:13.229962+00:00,acc_872,210.08,CAD,merchant_152,US,mobile,209.165.126.145,dev_1663,success,genuine
fb9614d7-f077-4d71-b562-d3160dc81e55,2025-11-26T01:02:00.229962+00:00,acc_615,57.53,CAD,merchant_44,BR,branch,140.185.86.163,dev_2314,success,genuine
ea7e8db2-429f-4572-aa40-3242b75aac5e,2025-11-26T01:01:05.229962+00:00,acc_1626,289.97,CAD,merchant_146,CA,mobile,112.226.122.184,dev_1958,success,genuine
72296bd1-b73b-4c35-a13e-c47b2f0cd427,2025-11-26T01:02:37.229962+00:00,acc_760,42.73,CAD,merchant_146,IN,branch,107.141.92.188,dev_2773,success,genuine
42a7fd6f-8fa6-4989-8b51-7826b5c9754d,2025-11-26T01:01:10.229962+00:00,acc_1906,30.13,CAD,merchant_117,GB,web,22.98.106.65,dev_1130,success,genuine
98da0e4b-b25b-4b7c-8018-f85ca2b145d1,2025-11-26T00:59:00.229962+00:00,acc_1043,25.04,CAD,merchant_192,CN,web,136.175.138.102,dev_4187,success,genuine
e15e0188-f56b-4baf-999c-d0613193b168,2025-11-26T01:02:37.229962+00:00,acc_135,186.74,CAD,merchant_117,GB,web,233.88.76.24,dev_1227,success,genuine
623322a7-3193-4218-a010-8297ece20476,2025-11-26T01:03:43.229962+00:00,acc_362,61.71,CAD,merchant_192,FR,branch,40.104.48.100,dev_3480,success,genuine
4d3b6300-e1b9-4e51-afdf-2875187c161e,2025-11-26T00:59:32.229962+00:00,acc_1860,165.32,CAD,merchant_70,CN,mobile,119.169.144.8,dev_1035,success,genuine
1c24879b-2d78-414d-926d-7bce8b74c7ac,2025-11-26T01:01:45.229962+00:00,acc_751,437.43,CAD,merchant_21,DE,web,212.240.61.139,dev_2243,success,genuine
9ecc9a86-1f4c-4ba4-bc3b-eaf05b65f377,2025-11-26T01:03:08.229962+00:00,acc_238,3.34,CAD,merchant_65,CA,branch,46.222.34.97,dev_1955,success,genuine
e07b894a-534d-407a-b3a2-18cf6c278c41,2025-11-26T00:59:33.229962+00:00,acc_992,91.88,CAD,merchant_51,RU,mobile,66.30.43.19,dev_1447,success,genuine
dba3dc46-d8da-4127-a277-8e04c5dc6b34,2025-11-26T00:59:10.229962+00:00,acc_441,95.6,CAD,merchant_177,DE,mobile,66.170.68.16,dev_1102,success,genuine
4cc711be-c586-4de2-b495-5e33bd566dff,2025-11-26T00:59:20.229962+00:00,acc_1719,46.94,CAD,merchant_77,BR,mobile,226.190.138.152,dev_4914,success,genuine
c557b63d-1231-48e8-8d8b-70088bef494d,2025-11-26T01:00:41.229962+00:00,acc_1708,16074.59,CAD,merchant_13,RU,branch,141.235.114.83,dev_1700,success,fraud
9655d519-51fa-446a-a55e-135f0b3ff3a5,2025-11-26T00:59:51.229962+00:00,acc_1546,14.01,CAD,merchant_42,GB,mobile,206.222.83.201,dev_2788,success,genuine
ad12f09b-bd22-46bb-b084-8dcba781418a,2025-11-26T01:01:11.229962+00:00,acc_442,1.85,CAD,merchant_78,IN,branch,136.47.169.247,dev_1681,success,genuine
a544ce15-0b02-4c01-a620-44ef94499f3f,2025-11-26T01:02:37.229962+00:00,acc_1224,127.5,CAD,merchant_72,CN,mobile,90.77.243.104,dev_1635,success,genuine
d9459cdb-0549-429e-9ccb-6737180c527b,2025-11-26T01:02:09.229962+00:00,acc_843,148.13,CAD,merchant_47,GB,mobile,195.159.186.144,dev_3273,success,genuine
34ca2a62-33b0-40d4-add6-95ef5bf21d15,2025-11-26T01:02:55.229962+00:00,acc_1568,103.91,CAD,merchant_135,GB,web,160.127.255.229,dev_2173,success,genuine
